1  IEA-3.4MW-RWT, Based on IEA-3.4MW-130D-RWT, version 4.30. aerodynamic Data from the Excel file
7				
1    145  21.00   DU08-W-210  (Re=12x10^6)
10.50		1.23131		0.04552		-0.12195
11.00		1.15639		0.05492		-0.12115
11.50		1.13253		0.05896		-0.11672
12.00		1.10867		0.06299		-0.11230
12.50		1.10268		0.06985		-0.10895
13.00		1.09668		0.07671		-0.10560
13.50		1.10443		0.08499		-0.10696
14.00		1.11218		0.09327		-0.10831
15.00		1.12574		0.11100		-0.11229
16.00		1.12882		0.12528		-0.11325
17.00		1.12162		0.13729		-0.11199
18.00		1.12738		0.15514		-0.11490
19.00		1.13392		0.17631		-0.12142
20.00		1.13910		0.19553		-0.12614
22.00		1.14722		0.24454		-0.14212
24.00		1.11867		0.28218		-0.16487
26.00		1.09230		0.32035		-0.18419
28.00		1.07071		0.36065		-0.20091
30.00		1.05229		0.40288		-0.21581
32.00		1.03580		0.44683		-0.22940
34.00		1.02031		0.49229		-0.24203
36.00		1.00505		0.53903		-0.25396
38.00		0.98944		0.58681		-0.26534
40.00		0.97300		0.63541		-0.27631
45.00		0.92598		0.75888		-0.30241
50.00		0.86763		0.88209		-0.32715
55.00		0.78912		0.99738		-0.35028
60.00		0.71062		1.11267		-0.37341
65.00		0.60637		1.20570		-0.39415
70.00		0.50212		1.29873		-0.41489
75.00		0.37962		1.35796		-0.43241
80.00		0.25712		1.41719		-0.44992
85.00		0.12856		1.43513		-0.46307
90.00		0.00000		1.45306		-0.47621
95.00		-0.08999	1.43513		-0.48439
100.00		-0.17999	1.41719		-0.49257
105.00		-0.26573	1.35796		-0.49253
110.00		-0.35148	1.29873		-0.49249
115.00		-0.42446	1.20570		-0.48610
120.00		-0.49743	1.11267		-0.47970
125.00		-0.55239	0.99738		-0.47028
130.00		-0.60734	0.88209		-0.46086
135.00		-0.64422	0.75875		-0.45360
140.00		-0.68110	0.63541		-0.44634
145.00		-0.70885	0.51915		-0.45069
150.00		-0.73660	0.40288		-0.45504
155.00		-0.71352	0.31620		-0.47760
160.00		-0.69044	0.22952		-0.50015
165.00		-0.51783	0.17214		-0.50008
170.00		-0.34522	0.11476		-0.50000
175.00		-0.17261	0.05738		-0.25000
180.00		0.00000		0.00000		0.00000
3    145  30.0000  DU97-W-300 (Re=3.0E+06)
-180.00		0.00000		0.00000		0.00000
-175.00		0.18301		0.04674		0.20000
-170.00		0.36602		0.09349		0.40000
-165.00		0.54903		0.14023		0.19412
-160.00		0.73204		0.18698		-0.01177
-155.00		0.72120		0.27895		-0.00843
-150.00		0.71036		0.37093		-0.00510
-145.00		0.68775		0.48904		0.02014
-140.00		0.66513		0.60715		0.04538
-135.00		0.63152		0.73276		0.07123
-130.00		0.59790		0.85838		0.09709
-125.00		0.54514		0.97630		0.12363
-120.00		0.49238		1.09422		0.15018
-115.00		0.42084		1.19017		0.17537
-110.00		0.34930		1.28611		0.20056
-105.00		0.26438		1.34845		0.22163
-100.00		0.17945		1.41078		0.24271
-95.00		0.08973		1.43192		0.25701
-90.00		0.00000		1.45306		0.27131
-85.00		-0.08973	1.43192		0.27748
-80.00		-0.17945	1.41078		0.28364
-75.00		-0.26438	1.34845		0.28159
-70.00		-0.34930	1.28611		0.27955
-65.00		-0.42084	1.19017		0.27118
-60.00		-0.49238	1.09422		0.26282
-55.00		-0.54514	0.97630		0.25138
-50.00		-0.59790	0.85838		0.23995
-45.00		-0.63582	0.73279		0.22906
-40.00		-0.66513	0.60715		0.22061
-38.00		-0.67497	0.55774		0.21840
-36.00		-0.68406	0.50918		0.21712
-34.00		-0.69272	0.46170		0.21701
-32.00		-0.70133	0.41555		0.21835
-30.00		-0.71036	0.37093		0.22152
-28.00		-0.72045	0.32807		0.22700
-26.00		-0.73238	0.28719		0.23545
-24.00		-0.74718	0.24847		0.24777
-22.00		-0.76625	0.21211		0.26527
-20.00		-0.92153	0.19688		0.19620
-19.00		-0.99917	0.18926		0.16166
-18.00		-1.07681	0.18164		0.12713
-17.00		-1.15445	0.17402		0.09259
-16.00		-1.23209	0.16640		0.05806
-15.00		-1.25939	0.15497		0.03223
-14.00		-1.19356	0.13659		0.02016
-13.50		-1.15169	0.12679		0.01234
-13.00		-1.10982	0.11699		0.00453
-12.50		-1.06479	0.10756		-0.00395
-12.00		-1.01976	0.09813		-0.01243
-11.50		-0.97537	0.09046		-0.01878
-11.00		-0.93098	0.08278		-0.02513
-10.50		-0.88426	0.07623		-0.02998
-10.00		-0.83753	0.06967		-0.03483
-9.50		-0.80147	0.05981		-0.04089
-9.00		-0.76540	0.04995		-0.04694
