1
1	50
    0.0000    2.6000  100.0000    1.0000
    0.0649    2.6000  100.0000    1.0000
    0.2593    2.6000  100.0000    1.0000
    0.5824    2.6000  100.0000    1.0000
    1.0329    2.6000  100.0000    1.0000
    1.6089    2.6114   99.5131    1.0000
    2.3080    2.6600   97.5058    1.0000
    3.1274    2.7726   93.1175    1.0000
    4.0638    2.9634   85.9029    1.0000
    5.1132    3.1663   76.4859    1.0000
    6.2714    3.3898   65.7699    1.0000
    7.5337    3.6082   55.7885    1.0000
    8.8947    3.8087   49.3320    1.0000
   10.3489    3.9813   45.4254    1.0000
   11.8904    4.1216   42.2435    1.0000
   13.5128    4.2247   39.9124    1.0000
   15.2094    4.2856   38.1950    1.0000
   16.9733    4.2933   36.8606    1.0000
   18.7973    4.2561   35.7273    1.0000
   20.6737    4.1683   34.7299    1.0000
   22.5950    4.0384   33.8475    1.0000
   24.5532    3.8668   33.0836    1.0000
   26.5403    3.6643   32.3797    1.0000
   28.5481    3.4392   31.7051    1.0000
   30.5683    3.2096   30.9955    1.0000
   32.5928    2.9905   30.1923    1.0000
   34.6130    2.7911   29.2344    1.0000
   36.6208    2.6111   28.1487    1.0000
   38.6079    2.4534   27.0361    1.0000
   40.5661    2.3154   25.9923    1.0000
   42.4874    2.1985   25.1299    1.0000
   44.3639    2.1007   24.3929    1.0000
   46.1878    2.0226   23.6643    1.0000
   47.9517    1.9610   22.9815    1.0000
   49.6484    1.9175   22.3670    1.0000
   51.2708    1.8870   21.8588    1.0000
   52.8122    1.8587   21.4582    1.0000
   54.2665    1.8163   21.1812    1.0000
   55.6275    1.7443   21.0372    1.0000
   56.8897    1.6399   21.0000    1.0000
   58.0479    1.5032   21.0000    1.0000
   59.0974    1.3317   21.0000    1.0000
   60.0337    1.1396   21.0000    1.0000
   60.8532    0.9443   21.0000    1.0000
   61.5524    0.7465   21.0000    1.0000
   62.1283    0.5660   21.0000    1.0000
   62.5788    0.4064   21.0000    1.0000
   62.9019    0.2919   21.0000    1.0000
   63.0964    0.2230   21.0000    1.0000
   63.1612    0.2000   21.0000    1.0000
